cnae_name,cnae_formated_code,cnae_category,cnae_code
Operadoras de televisão por assinatura por satélite,61.43-4,class,61434
Operadoras de televisão por assinatura por satélite,6143-4/00,subclass,6143400
Outras atividades de telecomunicações,61.9,group,619
Outras atividades de telecomunicações,61.90-6,class,61906
Provedores de acesso às redes de comunicações,6190-6/01,subclass,6190601
Provedores de voz sobre protocolo Internet - VOIP,6190-6/02,subclass,6190602
Outras atividades de telecomunicações não especificadas anteriormente,6190-6/99,subclass,6190699
ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO,62,division,62
Atividades dos serviços de tecnologia da informação,62.0,group,620
Desenvolvimento de programas de computador sob encomenda,62.01-5,class,62015
Desenvolvimento de programas de computador sob encomenda,6201-5/01,subclass,6201501
Web desing,6201-5/02,subclass,6201502
Desenvolvimento e licenciamento de programas de computador customizáveis,62.02-3,class,62023
Desenvolvimento e licenciamento de programas de computador customizáveis,6202-3/00,subclass,6202300
Desenvolvimento e licenciamento de programas de computador não customizáveis,62.03-1,class,62031
Desenvolvimento e licenciamento de programas de computador não customizáveis,6203-1/00,subclass,6203100
Consultoria em tecnologia da informação,62.04-0,class,62040
Consultoria em tecnologia da informação,6204-0/00,subclass,6204000
"Suporte técnico, manutenção e outros serviços em tecnologia da informação",62.09-1,class,62091
"Suporte técnico, manutenção e outros serviços em tecnologia da informação",6209-1/00,subclass,6209100
ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO,63,division,63
"Tratamento de dados, hospedagem na Internet e outras atividades relacionadas",63.1,group,631
"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",63.11-9,class,63119
"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",6311-9/00,subclass,6311900
"Portais, provedores de conteúdo e outros serviços de informação na Internet",63.19-4,class,63194
"Portais, provedores de conteúdo e outros serviços de informação na Internet",6319-4/00,subclass,6319400
Outras atividades de prestação de serviços de informação,63.9,group,639
Agências de notícias,63.91-7,class,63917
Agências de notícias,6391-7/00,subclass,6391700
Outras atividades de prestação de serviços de informação não especificadas anteriormente,63.99-2,class,63992
Outras atividades de prestação de serviços de informação não especificadas anteriormente,6399-2/00,subclass,6399200
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",K,section,K
ATIVIDADES DE SERVIÇOS FINANCEIROS,64,division,64
Banco Central,64.1,group,641
Banco Central,64.10-7,class,64107
Banco Central,6410-7/00,subclass,6410700
Intermediação monetária - depósitos à vista,64.2,group,642
Bancos comerciais,64.21-2,class,64212
Bancos comerciais,6421-2/00,subclass,6421200
"Bancos múltiplos, com carteira comercial",64.22-1,class,64221
"Bancos múltiplos, com carteira comercial",6422-1/00,subclass,6422100
Caixas econômicas,64.23-9,class,64239
Caixas econômicas,6423-9/00,subclass,6423900
Crédito cooperativo,64.24-7,class,64247
Bancos cooperativos,6424-7/01,subclass,6424701
Cooperativas centrais de crédito,6424-7/02,subclass,6424702
Cooperativas de crédito mútuo,6424-7/03,subclass,6424703
Cooperativas de crédito rural,6424-7/04,subclass,6424704
Intermediação não monetária - outros instrumentos de captação,64.3,group,643
"Bancos múltiplos, sem carteira comercial",64.31-0,class,64310
"Bancos múltiplos, sem carteira comercial",6431-0/00,subclass,6431000
Bancos de investimento,64.32-8,class,64328
Bancos de investimento,6432-8/00,subclass,6432800
Bancos de desenvolvimento,64.33-6,class,64336
Bancos de desenvolvimento,6433-6/00,subclass,6433600
Agências de fomento,64.34-4,class,64344
Agências de fomento,6434-4/00,subclass,6434400
Crédito imobiliário,64.35-2,class,64352
Sociedades de crédito imobiliário,6435-2/01,subclass,6435201
Associações de poupança e empréstimo,6435-2/02,subclass,6435202
Companhias hipotecárias,6435-2/03,subclass,6435203
"Sociedades de crédito, financiamento e investimento - financeiras",64.36-1,class,64361
"Sociedades de crédito, financiamento e investimento - financeiras",6436-1/00,subclass,6436100
Sociedades de crédito ao microempreendedor,64.37-9,class,64379
Sociedades de crédito ao microempreendedor,6437-9/00,subclass,6437900
Bancos de câmbio e outras instituições de intermediação não monetária,64.38-7,class,64387
Bancos de câmbio,6438-7/01,subclass,6438701
Outras instituições de intermediação não monetária não especificadas anteriormente,6438-7/99,subclass,6438799
Arrendamento mercantil,64.4,group,644
Arrendamento mercantil,64.40-9,class,64409
Arrendamento mercantil,6440-9/00,subclass,6440900
Sociedades de capitalização,64.5,group,645
Sociedades de capitalização,64.50-6,class,64506
Sociedades de capitalização,6450-6/00,subclass,6450600
Atividades de sociedades de participação,64.6,group,646
Holdings de instituições financeiras,64.61-1,class,64611
Holdings de instituições financeiras,6461-1/00,subclass,6461100
Holdings de instituições não financeiras,64.62-0,class,64620
Holdings de instituições não financeiras,6462-0/00,subclass,6462000
"Outras sociedades de participação, exceto holdings",64.63-8,class,64638
"Outras sociedades de participação, exceto holdings",6463-8/00,subclass,6463800
Fundos de investimento,64.7,group,647
Fundos de investimento,64.70-1,class,64701
"Fundos de investimento, exceto previdenciários e imobiliários",6470-1/01,subclass,6470101
Fundos de investimento previdenciários,6470-1/02,subclass,6470102
Fundos de investimento imobiliários,6470-1/03,subclass,6470103
Atividades de serviços financeiros não especificadas anteriormente,64.9,group,649
Sociedades de fomento mercantil - factoring,64.91-3,class,64913
Sociedades de fomento mercantil - factoring,6491-3/00,subclass,6491300
Securitização de créditos,64.92-1,class,64921
Securitização de créditos,6492-1/00,subclass,6492100
Administração de consórcios para aquisição de bens e direitos,64.93-0,class,64930
Administração de consórcios para aquisição de bens e direitos,6493-0/00,subclass,6493000
Outras atividades de serviços financeiros não especificadas anteriormente,64.99-9,class,64999
Clubes de investimento,6499-9/01,subclass,6499901
Sociedades de investimento,6499-9/02,subclass,6499902
Fundo garantidor de crédito,6499-9/03,subclass,6499903
Caixas de financiamento de corporações,6499-9/04,subclass,6499904
Concessão de crédito pelas OSCIP,6499-9/05,subclass,6499905
Outras atividades de serviços financeiros não especificadas anteriormente,6499-9/99,subclass,6499999
"SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",65,division,65
Seguros de vida e não vida,65.1,group,651
Seguros de vida,65.11-1,class,65111
Sociedade seguradora de seguros vida,6511-1/01,subclass,6511101
Planos de auxílio-funeral,6511-1/02,subclass,6511102
Seguros não vida,65.12-0,class,65120
Sociedade seguradora de seguros não vida,6512-0/00,subclass,6512000
Seguros-saúde,65.2,group,652
Seguros-saúde,65.20-1,class,65201
Sociedade seguradora de seguros-saúde,6520-1/00,subclass,6520100
Resseguros,65.3,group,653
Resseguros,65.30-8,class,65308
Resseguros,6530-8/00,subclass,6530800
Previdência complementar,65.4,group,654
Previdência complementar fechada,65.41-3,class,65413
Previdência complementar fechada,6541-3/00,subclass,6541300
Previdência complementar aberta,65.42-1,class,65421
Previdência complementar aberta,6542-1/00,subclass,6542100
Planos de saúde,65.5,group,655
Planos de saúde,65.50-2,class,65502
Planos de saúde,6550-2/00,subclass,6550200
"ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE",66,division,66
Atividades auxiliares dos serviços financeiros,66.1,group,661
Administração de bolsas e mercados de balcão organizados,66.11-8,class,66118
Bolsa de valores,6611-8/01,subclass,6611801
Bolsa de mercadorias,6611-8/02,subclass,6611802
Bolsa de mercadorias e futuros,6611-8/03,subclass,6611803
Administração de mercados de balcão organizados,6611-8/04,subclass,6611804
"Atividades de intermediários em transações de títulos, valores mobiliários e mercadorias",66.12-6,class,66126
Corretoras de títulos e valores mobiliários,6612-6/01,subclass,6612601
Distribuidoras de títulos e valores mobiliários,6612-6/02,subclass,6612602
Corretoras de câmbio,6612-6/03,subclass,6612603
Corretoras de contratos de mercadorias,6612-6/04,subclass,6612604
Agentes de investimentos em aplicações financeiras,6612-6/05,subclass,6612605
Administração de cartões de crédito,66.13-4,class,66134
Administração de cartões de crédito,6613-4/00,subclass,6613400
Atividades auxiliares dos serviços financeiros não especificadas anteriormente,66.19-3,class,66193
Serviços de liquidação e custódia,6619-3/01,subclass,6619301
Correspondentes de instituições financeiras,6619-3/02,subclass,6619302
Representações de bancos estrangeiros,6619-3/03,subclass,6619303
Caixas eletrônicos,6619-3/04,subclass,6619304
Operadoras de cartões de débito,6619-3/05,subclass,6619305
Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,6619-3/99,subclass,6619399
"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde",66.2,group,662
Avaliação de riscos e perdas,66.21-5,class,66215
Peritos e avaliadores de seguros,6621-5/01,subclass,6621501
Auditoria e consultoria atuarial,6621-5/02,subclass,6621502
"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",66.22-3,class,66223
"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",6622-3/00,subclass,6622300
"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",66.29-1,class,66291
"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",6629-1/00,subclass,6629100
"Atividades de administração de fundos por contrato ou
comissão",66.3,group,663
"Atividades de administração de fundos por contrato ou
comissão",66.30-4,class,66304
Atividades de administração de fundos por contrato ou comissão,6630-4/00,subclass,6630400
ATIVIDADES IMOBILIÁRIAS,L,section,L
ATIVIDADES IMOBILIÁRIAS,68,division,68
Atividades imobiliárias de imóveis próprios,68.1,group,681
Atividades imobiliárias de imóveis próprios,68.10-2,class,68102
Compra e venda de imóveis próprios,6810-2/01,subclass,6810201
Aluguel de imóveis próprios,6810-2/02,subclass,6810202
Loteamento de imóveis próprios,6810-2/03,subclass,6810203
Atividades imobiliárias por contrato ou comissão,68.2,group,682
"Intermediação na compra, venda e aluguel de imóveis",68.21-8,class,68218
Corretagem na compra e venda e avaliação de imóveis,6821-8/01,subclass,6821801
Corretagem no aluguel de imóveis,6821-8/02,subclass,6821802
Gestão e administração da propriedade imobiliária,68.22-6,class,68226
Gestão e administração da propriedade imobiliária,6822-6/00,subclass,6822600
"ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",M,section,M
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",69,division,69
Atividades jurídicas,69.1,group,691
"Atividades jurídicas, exceto cartórios",69.11-7,class,69117
Serviços advocatícios,6911-7/01,subclass,6911701
Atividades auxiliares da justiça,6911-7/02,subclass,6911702
Agente de propriedade industrial,6911-7/03,subclass,6911703
Cartórios,69.12-5,class,69125
Cartórios,6912-5/00,subclass,6912500
"Atividades de contabilidade, consultoria e auditoria contábil e tributária",69.2,group,692
"Atividades de contabilidade, consultoria e auditoria contábil e tributária",69.20-6,class,69206
Atividades de contabilidade,6920-6/01,subclass,6920601
Atividades de consultoria e auditoria contábil e tributária,6920-6/02,subclass,6920602
ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,70,division,70
Sedes de empresas e unidades administrativas locais,70.1,group,701
Sedes de empresas e unidades administrativas locais,70.10-7,class,70107
Atividades de consultoria em gestão empresarial,70.2,group,702
Atividades de consultoria em gestão empresarial,70.20-4,class,70204
"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",7020-4/00,subclass,7020400
SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS,71,division,71
Serviços de arquitetura e engenharia e atividades técnicas relacionadas,71.1,group,711
Serviços de arquitetura,71.11-1,class,71111
Serviços de arquitetura,7111-1/00,subclass,7111100
Serviços de engenharia,71.12-0,class,71120
Serviços de engenharia,7112-0/00,subclass,7112000
Atividades técnicas relacionadas à arquitetura e engenharia,71.19-7,class,71197
"Serviços de cartografia, topografia e geodésia",7119-7/01,subclass,7119701
Atividades de estudos geológicos,7119-7/02,subclass,7119702
Serviços de desenho técnico relacionados à arquitetura e engenharia,7119-7/03,subclass,7119703
Serviços de perícia técnica relacionados à segurança do trabalho,7119-7/04,subclass,7119704
Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,7119-7/99,subclass,7119799
Testes e análises técnicas,71.2,group,712
Testes e análises técnicas,71.20-1,class,71201
Testes e análises técnicas,7120-1/00,subclass,7120100
PESQUISA E DESENVOLVIMENTO CIENTÍFICO,72,division,72
Pesquisa e desenvolvimento experimental em ciências físicas e naturais,72.1,group,721
Pesquisa e desenvolvimento experimental em ciências físicas e naturais,72.10-0,class,72100
Pesquisa e desenvolvimento experimental em ciências físicas e naturais,7210-0/00,subclass,7210000
Pesquisa e desenvolvimento experimental em ciências sociais e humanas,72.2,group,722
Pesquisa e desenvolvimento experimental em ciências sociais e humanas,72.20-7,class,72207
Pesquisa e desenvolvimento experimental em ciências sociais e humanas,7220-7/00,subclass,7220700
PUBLICIDADE E PESQUISA DE MERCADO,73,division,73
Publicidade,73.1,group,731
Agências de publicidade,73.11-4,class,73114
Agências de publicidade,7311-4/00,subclass,7311400
"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",73.12-2,class,73122
"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",7312-2/00,subclass,7312200
Atividades de publicidade não especificadas anteriormente,73.19-0,class,73190
Criação de estandes para feiras e exposições,7319-0/01,subclass,7319001
Promoção de vendas,7319-0/02,subclass,7319002
Marketing direto,7319-0/03,subclass,7319003
Consultoria em publicidade,7319-0/04,subclass,7319004
Outras atividades de publicidade não especificadas anteriormente,7319-0/99,subclass,7319099
Pesquisas de mercado e de opinião pública,73.2,group,732
Pesquisas de mercado e de opinião pública,73.20-3,class,73203
Pesquisas de mercado e de opinião pública,7320-3/00,subclass,7320300
"OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",74,division,74
Design e decoração de interiores,74.1,group,741
Design e decoração de interiores,74.10-2,class,74102
Design de interiores,7410-2/02,subclass,7410202
Desing de produto,7410-2/03,subclass,7410203
Atividades de desing não especificadas anteriormente,7410-2/99,subclass,7410299
Atividades fotográficas e similares,74.2,group,742
Atividades fotográficas e similares,74.20-0,class,74200
"Atividades de produção de fotografias, exceto aérea e submarina",7420-0/01,subclass,7420001
Atividades de produção de fotografias aéreas e submarinas,7420-0/02,subclass,7420002
Laboratórios fotográficos,7420-0/03,subclass,7420003
Filmagem de festas e eventos,7420-0/04,subclass,7420004
Serviços de microfilmagem,7420-0/05,subclass,7420005
"Atividades profissionais, científicas e técnicas não especificadas anteriormente",74.9,group,749
"Atividades profissionais, científicas e técnicas não especificadas anteriormente",74.90-1,class,74901
"Serviços de tradução, interpretação e similares",7490-1/01,subclass,7490101
Escafandria e mergulho,7490-1/02,subclass,7490102
Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,7490-1/03,subclass,7490103
"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",7490-1/04,subclass,7490104
"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",7490-1/05,subclass,7490105
"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",7490-1/99,subclass,7490199
ATIVIDADES VETERINÁRIAS,75,division,75
Atividades veterinárias,75.0,group,750
Atividades veterinárias,75.00-1,class,75001
Atividades veterinárias,7500-1/00,subclass,7500100
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES,N,section,N
ALUGUÉIS NÃO IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO FINANCEIROS,77,division,77
Locação de meios de transporte sem condutor,77.1,group,771
Locação de automóveis sem condutor,77.11-0,class,77110
Locação de automóveis sem condutor,7711-0/00,subclass,7711000
"Locação de meios de transporte, exceto automóveis, sem condutor",77.19-5,class,77195
"Locação de embarcações sem tripulação, exceto para fins
recreativos",7719-5/01,subclass,7719501
Locação de aeronaves sem tripulação,7719-5/02,subclass,7719502
"Locação de outros meios de transporte não especificados anteriormente, sem condutor",7719-5/99,subclass,7719599
Aluguel de objetos pessoais e domésticos,77.2,group,772
Aluguel de equipamentos recreativos e esportivos,77.21-7,class,77217
Aluguel de equipamentos recreativos e esportivos,7721-7/00,subclass,7721700
"Aluguel de fitas de vídeo, DVDs e similares",77.22-5,class,77225
"Aluguel de fitas de vídeo, DVDs e similares",7722-5/00,subclass,7722500
"Aluguel de objetos do vestuário, jóias e acessórios",77.23-3,class,77233
"Aluguel de objetos do vestuário, jóias e acessórios",7723-3/00,subclass,7723300
Aluguel de objetos pessoais e domésticos não especificados anteriormente,77.29-2,class,77292
Aluguel de aparelhos de jogos eletrônicos,7729-2/01,subclass,7729201
"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",7729-2/02,subclass,7729202
Aluguel de material médico,7729-2/03,subclass,7729203
Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,7729-2/99,subclass,7729299
Aluguel de máquinas e equipamentos sem operador,77.3,group,773
Aluguel de máquinas e equipamentos agrícolas sem operador,77.31-4,class,77314
Aluguel de máquinas e equipamentos agrícolas sem operador,7731-4/00,subclass,7731400
Aluguel de máquinas e equipamentos para construção sem operador,77.32-2,class,77322
"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",7732-2/01,subclass,7732201
Aluguel de andaimes,7732-2/02,subclass,7732202
Aluguel de máquinas e equipamentos para escritório,77.33-1,class,77331
Aluguel de máquinas e equipamentos para escritório,7733-1/00,subclass,7733100
Aluguel de máquinas e equipamentos não especificados anteriormente,77.39-0,class,77390
"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",7739-0/01,subclass,7739001
"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",7739-0/02,subclass,7739002
"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",7739-0/03,subclass,7739003
"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",7739-0/99,subclass,7739099
Gestão de ativos intangíveis não financeiros,77.4,group,774
Gestão de ativos intangíveis não financeiros,77.40-3,class,77403
Gestão de ativos intangíveis não financeiros,7740-3/00,subclass,7740300
"SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO DE OBRA",78,division,78
Seleção e agenciamento de mão de obra,78.1,group,781
Seleção e agenciamento de mão de obra,78.10-8,class,78108
Seleção e agenciamento de mão de obra,7810-8/00,subclass,7810800
Locação de mão de obra temporária,78.2,group,782
Locação de mão de obra temporária,78.20-5,class,78205
Locação de mão de obra temporária,7820-5/00,subclass,7820500
Fornecimento e gestão de recursos humanos para terceiros,78.3,group,783
Fornecimento e gestão de recursos humanos para terceiros,78.30-2,class,78302
Fornecimento e gestão de recursos humanos para terceiros,7830-2/00,subclass,7830200
"AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS",79,division,79
Agências de viagens e operadores turísticos,79.1,group,791
Agências de viagens,79.11-2,class,79112
Agências de viagens,7911-2/00,subclass,7911200
Operadores turísticos,79.12-1,class,79121
Operadores turísticos,7912-1/00,subclass,7912100
Serviços de reservas e outros serviços de turismo não especificados anteriormente,79.9,group,799
Serviços de reservas e outros serviços de turismo não especificados anteriormente,79.90-2,class,79902
Serviços de reservas e outros serviços de turismo não especificados anteriormente,7990-2/00,subclass,7990200
"ATIVIDADES DE VIGILÂNCIA, SEGURANÇA E INVESTIGAÇÃO",80,division,80
"Atividades de vigilância, segurança privada e transporte de valores",80.1,group,801
Atividades de vigilância e segurança privada,80.11-1,class,80111
Atividades de vigilância e segurança privada,8011-1/01,subclass,8011101
Serviços de adestramento de cães de guarda,8011-1/02,subclass,8011102
Atividades de transporte de valores,80.12-9,class,80129
Atividades de transporte de valores,8012-9/00,subclass,8012900
Atividades de monitoramento de sistemas de segurança,80.2,group,802
Atividades de monitoramento de sistemas de segurança,80.20-0,class,80200
Atividades de monitoramento de sistemas de segurança eletrônico,8020-0/01,subclass,8020001
Outras atividades de serviços de segurança,8020-0/02,subclass,8020002
Atividades de investigação particular,80.3,group,803
Atividades de investigação particular,80.30-7,class,80307
Atividades de investigação particular,8030-7/00,subclass,8030700
SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS,81,division,81
Serviços combinados para apoio a edifícios,81.1,group,811
"Serviços combinados para apoio a edifícios, exceto condomínios prediais",81.11-7,class,81117
"Serviços combinados para apoio a edifícios, exceto condomínios prediais",8111-7/00,subclass,8111700
Condomínios prediais,81.12-5,class,81125
Condomínios prediais,8112-5/00,subclass,8112500
Atividades de limpeza,81.2,group,812
Limpeza em prédios e em domicílios,81.21-4,class,81214
Limpeza em prédios e em domicílios,8121-4/00,subclass,8121400
Imunização e controle de pragas urbanas,81.22-2,class,81222
Imunização e controle de pragas urbanas,8122-2/00,subclass,8122200
Atividades de limpeza não especificadas anteriormente,81.29-0,class,81290
Atividades de limpeza não especificadas anteriormente,8129-0/00,subclass,8129000
Atividades paisagísticas,81.3,group,813
Atividades paisagísticas,81.30-3,class,81303
Atividades paisagísticas,8130-3/00,subclass,8130300
"SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS
EMPRESAS",82,division,82
Serviços de escritório e apoio administrativo,82.1,group,821
Serviços combinados de escritório e apoio administrativo,82.11-3,class,82113
Serviços combinados de escritório e apoio administrativo,8211-3/00,subclass,8211300
"Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo",82.19-9,class,82199
Fotocópias,8219-9/01,subclass,8219901
Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,8219-9/99,subclass,8219999
Atividades de teleatendimento,82.2,group,822
Atividades de teleatendimento,82.20-2,class,82202
Atividades de teleatendimento,8220-2/00,subclass,8220200
"Atividades de organização de eventos, exceto culturais e esportivos",82.3,group,823
"Atividades de organização de eventos, exceto culturais e esportivos",82.30-0,class,82300
"Serviços de organização de feiras, congressos, exposições e festas",8230-0/01,subclass,8230001
Casas de festas e eventos,8230-0/02,subclass,8230002
Outras atividades de serviços prestados principalmente às empresas,82.9,group,829
Atividades de cobrança e informações cadastrais,82.91-1,class,82911
Atividades de cobrança e informações cadastrais,8291-1/00,subclass,8291100
Envasamento e empacotamento sob contrato,82.92-0,class,82920
Envasamento e empacotamento sob contrato,8292-0/00,subclass,8292000
Atividades de serviços prestados principalmente às empresas não especificadas anteriormente,82.99-7,class,82997
"Medição de consumo de energia elétrica, gás e água",8299-7/01,subclass,8299701
"Emissão de vales-alimentação, vales-transporte e similares",8299-7/02,subclass,8299702
"Serviços de gravação de carimbos, exceto confecção",8299-7/03,subclass,8299703
Leiloeiros independentes,8299-7/04,subclass,8299704
Serviços de levantamento de fundos sob contrato,8299-7/05,subclass,8299705
Casas lotéricas,8299-7/06,subclass,8299706
Salas de acesso à Internet,8299-7/07,subclass,8299707
Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,8299-7/99,subclass,8299799
"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",O,section,O
"ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL",84,division,84
Administração do estado e da política econômica e social,84.1,group,841
Administração pública em geral,84.11-6,class,84116
Administração pública em geral,8411-6/00,subclass,8411600
"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",84.12-4,class,84124
"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais",8412-4/00,subclass,8412400
Regulação das atividades econômicas,84.13-2,class,84132
Regulação das atividades econômicas,8413-2/00,subclass,8413200
Serviços coletivos prestados pela administração pública,84.2,group,842
Relações exteriores,84.21-3,class,84213
Relações exteriores,8421-3/00,subclass,8421300
Defesa,84.22-1,class,84221
Defesa,8422-1/00,subclass,8422100
Justiça,84.23-0,class,84230
Justiça,8423-0/00,subclass,8423000
Segurança e ordem pública,84.24-8,class,84248
Segurança e ordem pública,8424-8/00,subclass,8424800
Defesa Civil,84.25-6,class,84256
Defesa Civil,8425-6/00,subclass,8425600
Seguridade social obrigatória,84.3,group,843
Seguridade social obrigatória,84.30-2,class,84302
Seguridade social obrigatória,8430-2/00,subclass,8430200
EDUCAÇÃO,P,section,P
EDUCAÇÃO,85,division,85
Educação infantil e ensino fundamental,85.1,group,851
Educação infantil - creche,85.11-2,class,85112
Educação infantil - creche,8511-2/00,subclass,8511200
Educação infantil - pré-escola,85.12-1,class,85121
Educação infantil - pré-escola,8512-1/00,subclass,8512100
Ensino fundamental,85.13-9,class,85139
Ensino fundamental,8513-9/00,subclass,8513900
Ensino médio,85.2,group,852
Ensino médio,85.20-1,class,85201
Ensino médio,8520-1/00,subclass,8520100
Educação superior,85.3,group,853
Educação superior - graduação,85.31-7,class,85317
Educação superior - graduação,8531-7/00,subclass,8531700
Educação superior - graduação e pós-graduação,85.32-5,class,85325
Educação superior - graduação e pós-graduação,8532-5/00,subclass,8532500
Educação superior - pós-graduação e extensão,85.33-3,class,85333
Educação superior - pós-graduação e extensão,8533-3/00,subclass,8533300
Educação profissional de nível técnico e tecnológico,85.4,group,854
Educação profissional de nível técnico,85.41-4,class,85414
Educação profissional de nível técnico,8541-4/00,subclass,8541400
Educação profissional de nível tecnológico,85.42-2,class,85422
Educação profissional de nível tecnológico,8542-2/00,subclass,8542200
Atividades de apoio à educação,85.5,group,855
Atividades de apoio à educação,85.50-3,class,85503
Administração de caixas escolares,8550-3/01,subclass,8550301
"Atividades de apoio à educação, exceto caixas escolares",8550-3/02,subclass,8550302
Outras atividades de ensino,85.9,group,859
Ensino de esportes,85.91-1,class,85911
Ensino de esportes,8591-1/00,subclass,8591100
Ensino de arte e cultura,85.92-9,class,85929
Ensino de dança,8592-9/01,subclass,8592901
"Ensino de artes cênicas, exceto dança",8592-9/02,subclass,8592902
Ensino de música,8592-9/03,subclass,8592903
Ensino de arte e cultura não especificado anteriormente,8592-9/99,subclass,8592999
Ensino de idiomas,85.93-7,class,85937
Ensino de idiomas,8593-7/00,subclass,8593700
Atividades de ensino não especificadas anteriormente,85.99-6,class,85996
Formação de condutores,8599-6/01,subclass,8599601
Cursos de pilotagem,8599-6/02,subclass,8599602
Treinamento em informática,8599-6/03,subclass,8599603
Treinamento em desenvolvimento profissional e gerencial,8599-6/04,subclass,8599604
Cursos preparatórios para concursos,8599-6/05,subclass,8599605
Outras atividades de ensino não especificadas anteriormente,8599-6/99,subclass,8599699
SAÚDE HUMANA E SERVIÇOS SOCIAIS,Q,section,Q
ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA,86,division,86
Atividades de atendimento hospitalar,86.1,group,861
Atividades de atendimento hospitalar,86.10-1,class,86101
"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",8610-1/01,subclass,8610101
Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,8610-1/02,subclass,8610102
Serviços móveis de atendimento a urgências e de remoção de pacientes,86.2,group,862
Serviços móveis de atendimento a urgências,86.21-6,class,86216
UTI móvel,8621-6/01,subclass,8621601
"Serviços móveis de atendimento a urgências, exceto por UTI móvel",8621-6/02,subclass,8621602
"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",86.22-4,class,86224
"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências",8622-4/00,subclass,8622400
Atividades de atenção ambulatorial executadas por médicos e odontólogos,86.3,group,863
Atividades de atenção ambulatorial executadas por médicos e odontólogos,86.30-5,class,86305
Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,8630-5/01,subclass,8630501
Atividade médica ambulatorial com recursos para realização de exames complementares,8630-5/02,subclass,8630502
Atividade médica ambulatorial restrita a consultas,8630-5/03,subclass,8630503
Atividade odontológica,8630-5/04,subclass,8630504
Serviços de vacinação e imunização humana,8630-5/06,subclass,8630506
